24622,Ballastplaat,29077
27058,Vlissingen,48
47266,Kallo,63352
28951,Vlissingen,41130
20979,Vlissingen,2371
7584,Baarland,25371
24966,Kaapduinen,38751
8130,Kallo,50713
45368,Hansweert,76631
24217,Kruisschans,34429
49145,Saeftinge,70359
12821,Vlissingen,37938
31988,Cadzand,26111
16749,Hansweert,30398
41555,Blauwgaren,24160
40059,Liefkenshoek,12082
47107,Hoofdplaat,68060
4244,Cadzand,32364
48043,Saeftinge,66417
3431,Oudendijk,52856
45104,Vlissingen,59994
33434,Ballastplaat,26291
32786,Liefkenshoek,20037
12329,Waarde,4330
5469,Westkapelle,550
18294,Hoofdplaat,59736
13085,Kaapduinen,51021
9907,Blauwgaren,21249
10630,Saeftinge,3983
21523,Vlissingen,69393
45965,Blauwgaren,47838
13325,Vlissingen,22414
3045,Blauwgaren,27322
36820,Blauwgaren,63937
19840,Kallo,46904
13609,Prosperpolder,38246
23531,Baarland,15968
17084,Prosperpolder,27736
36061,Waarde,8825
24103,Waarde,5503
18120,Kruisschans,45286
27858,Saeftinge,8468
10103,Hansweert,21471
20192,Liefkenshoek,44799
26566,Saeftinge,68800
6752,Ballastplaat,44337
32433,Westkapelle,44644
36055,Vlissingen,65390
22588,Cadzand,55858
8126,Baarland,55365
46472,Waarde,44581
31171,Oudendijk,56227
31954,Hansweert,2301
44224,Westkapelle,16689
39544,Westkapelle,73374
46575,Westkapelle,40439
13794,Hoofdplaat,45147
25300,Liefkenshoek,13636
21522,Kallo,29381
45749,Hansweert,14025
17112,Prosperpolder,7759
21080,Kaapduinen,69912
21801,Cadzand,50916
28516,Vlissingen,45862
43638,Hansweert,33608
12351,Baarland,31621
4429,Hansweert,38291
3448,Vlissingen,42565
44319,Kaapduinen,60929
24291,Hoofdplaat,64175
5620,Oudendijk,38537
39255,Kruisschans,70486
33209,Vlissingen,34061
30620,Waarde,1359
32592,Saeftinge,75290
44189,Kaapduinen,64239
12473,Kaapduinen,26808
25116,Waarde,27772
27205,Terneuzen,30523
21573,Prosperpolder,26692
16549,Blauwgaren,20642
45708,Prosperpolder,77489
4600,Waarde,54986
7349,Kallo,9869
8629,Baarland,62141
47437,Cadzand,8788
16075,Hansweert,2639
26679,Saeftinge,28287
16119,Hoofdplaat,5678
48476,Blauwgaren,63152
49439,Blauwgaren,55525
22842,Ballastplaat,603
46324,Saeftinge,55303
8295,Kaapduinen,15049
33810,Prosperpolder,46874
21393,Terneuzen,61125
47458,Liefkenshoek,8193
40392,Waarde,19434
35494,Hansweert,36584
3555,Oudendijk,18335
