12280,Saeftinge,16697
15840,Saeftinge,14822
29814,Saeftinge,72907
36671,Liefkenshoek,18923
25664,Hoofdplaat,74614
20967,Saeftinge,65133
13682,Blauwgaren,69429
14481,Prosperpolder,53794
31924,Vlissingen,46259
20662,Cadzand,33076
27854,Waarde,73783
8300,Hoofdplaat,58113
22764,Waarde,39618
45063,Saeftinge,19430
2835,Ballastplaat,55865
6925,Kruisschans,15379
27915,Blauwgaren,43887
34985,Blauwgaren,63471
49921,Ballastplaat,25258
6428,Ballastplaat,51518
29983,Kallo,42945
35290,Hoofdplaat,11789
29579,Kallo,9529
10739,Waarde,65993
19505,Terneuzen,7262
43330,Westkapelle,6592
18539,Waarde,18750
27048,Baarland,30466
13923,Liefkenshoek,15155
31340,Westkapelle,49415
2922,Terneuzen,16770
5697,Saeftinge,44692
25151,Saeftinge,10047
7348,Vlissingen,27552
27257,Kallo,66876
9279,Terneuzen,56294
37162,Saeftinge,64794
49457,Kaapduinen,18068
41002,Blauwgaren,30694
10830,Westkapelle,52042
34353,Baarland,45650
40841,Waarde,42659
35041,Ballastplaat,45688
27356,Ballastplaat,50314
34743,Vlissingen,31919
40268,Kaapduinen,42749
24886,Westkapelle,52847
37916,Baarland,619
5863,Waarde,52172
25454,Kaapduinen,64609
21089,Waarde,79602
8100,Prosperpolder,34306
32587,Oudendijk,6159
7670,Waarde,76939
36997,Terneuzen,61422
31992,Waarde,49133
34503,Kruisschans,53920
25098,Liefkenshoek,21360
35001,Kaapduinen,24361
5726,Kruisschans,72238
32191,Kallo,61455
28877,Blauwgaren,72971
24273,Oudendijk,20284
39270,Ballastplaat,25620
3354,Hoofdplaat,38213
42751,Cadzand,8289
24554,Waarde,19907
35506,Saeftinge,34000
28851,Terneuzen,21090
3519,Prosperpolder,41041
37976,Kruisschans,25241
5781,Ballastplaat,28141
30427,Saeftinge,3356
26433,Liefkenshoek,73599
41212,Saeftinge,3880
47577,Waarde,27030
47072,Prosperpolder,68367
5738,Saeftinge,61864
6575,Ballastplaat,19405
49718,Waarde,32165
44465,Liefkenshoek,21697
16499,Ballastplaat,78915
30991,Kaapduinen,21730
5899,Blauwgaren,51396
38218,Blauwgaren,76048
33176,Liefkenshoek,79590
20996,Liefkenshoek,38477
22197,Terneuzen,71237
26862,Saeftinge,58758
17629,Westkapelle,38868
31553,Blauwgaren,31804
33418,Prosperpolder,62046
30625,Prosperpolder,69472
5164,Ballastplaat,44125
35485,Baarland,7185
18038,Saeftinge,35570
45666,Saeftinge,52991
29618,Oudendijk,20194
30815,Blauwgaren,49289
45917,Westkapelle,73514
