29370,Waarde,62747
23051,Kruisschans,56250
49299,Blauwgaren,63833
17072,Liefkenshoek,49458
13373,Vlissingen,44945
11264,Hansweert,19840
24307,Prosperpolder,58555
28679,Vlissingen,26946
27502,Saeftinge,12637
30804,Blauwgaren,22528
32575,Terneuzen,61524
44591,Cadzand,12350
28700,Cadzand,72676
11614,Vlissingen,45837
5942,Cadzand,48818
22895,Prosperpolder,20831
35963,Liefkenshoek,13886
15293,Kaapduinen,9077
28096,Oudendijk,41325
38013,Oudendijk,18139
39573,Saeftinge,76292
19080,Blauwgaren,71497
11114,Terneuzen,18867
49005,Oudendijk,10901
4378,Waarde,35980
19517,Saeftinge,71261
21424,Blauwgaren,27980
4722,Hoofdplaat,44633
32842,Kaapduinen,37180
38870,Terneuzen,78711
30313,Baarland,46652
5587,Kallo,8291
36533,Hansweert,34767
20176,Waarde,19674
32859,Westkapelle,77585
3025,Oudendijk,61762
40757,Baarland,23075
13608,Vlissingen,22032
28232,Terneuzen,60095
23734,Kallo,54552
48059,Vlissingen,46745
5681,Terneuzen,66667
46000,Vlissingen,78025
24556,Ballastplaat,47824
48588,Kaapduinen,38148
11291,Baarland,71766
17862,Cadzand,8681
16061,Kallo,64161
26292,Kallo,72880
16604,Hoofdplaat,64053
30108,Kruisschans,77268
32900,Hoofdplaat,3567
17731,Ballastplaat,28840
11274,Baarland,16464
45721,Kruisschans,49689
40633,Hansweert,75068
20999,Kruisschans,68504
36372,Liefkenshoek,6972
15085,Terneuzen,40141
14956,Hansweert,74088
6220,Waarde,36788
19592,Oudendijk,27947
41006,Liefkenshoek,78411
3749,Vlissingen,51879
14766,Saeftinge,69739
19129,Kruisschans,52258
2987,Blauwgaren,12263
11017,Baarland,63802
27749,Terneuzen,52631
32601,Kallo,17772
16594,Vlissingen,63848
20085,Kallo,39449
22043,Kaapduinen,59772
33807,Oudendijk,31857
26460,Ballastplaat,20353
31183,Terneuzen,57498
31594,Kaapduinen,57670
15359,Saeftinge,79474
20615,Kruisschans,12048
4033,Hansweert,67809
26105,Hansweert,48858
12605,Terneuzen,50702
23337,Vlissingen,29915
18152,Terneuzen,32761
22195,Hoofdplaat,2789
6626,Vlissingen,7
45335,Saeftinge,7438
10260,Waarde,34398
32587,Cadzand,18069
38239,Liefkenshoek,29005
7302,Terneuzen,37481
33404,Saeftinge,58860
37350,Westkapelle,10254
43322,Terneuzen,72625
34876,Liefkenshoek,12757
14587,Hoofdplaat,22598
30700,Hoofdplaat,15679
12989,Terneuzen,8737
38192,Kaapduinen,72378
32686,Hoofdplaat,52998
